"Rep_trt_id","Treatment_id","Treatment.x","Rep","Ryegrass.cultivar","Sowing.rate..kg.ha.","PlotID","gg_sample_Date","Mean.m.2","stdev","se..mean.","year","rs_sample_Date","grazing_date","days_snc_lst_graze","Blue","GLI","Green","IR","MSAVI","NDVI","NGRDI","Red","RedEdge","reNDVI","month","day","OBJECTID","Treatment.y","Lat","Long","Shape_Length","Shape_Area"
"R1T1",1,"Nui  30 Rep 1",1,"Nui",30,1,"10/04/2014",25.5,0.4,16.99,2014,"23/02/2014","24/01/2014",30,4375.903403,0.123264527,3988.794129,13676.00117,0.864363745,0.761405799,0.367321604,1849.412162,4617.785705,0.494578568,2,23,1,"30 kg/ha",617828,5167369,67.3137281323437,109.51843202372
"R1T1",1,"Nui  30 Rep 1",1,"Nui",30,1,"10/04/2014",25.5,0.4,16.99,2014,"27/03/2014","26/03/2014",1,4326.048762,0.064047018,3829.970782,6155.519647,0.606381275,0.436133588,0.227357302,2414.377992,3814.969365,0.234223616,3,27,1,"30 kg/ha",617828,5167369,67.3137281323437,109.51843202372
"R1T1",1,"Nui  30 Rep 1",1,"Nui",30,1,"10/04/2014",25.5,0.4,16.99,2014,"20/04/2014","26/03/2014",25,3097.391847,0.103800508,2786.037289,4836.174324,0.704048428,0.543679778,0.322389961,1427.830934,2429.08358,0.33100218,4,20,1,"30 kg/ha",617828,5167369,67.3137281323437,109.51843202372
"R1T1",1,"Nui  30 Rep 1",1,"Nui",30,1,"10/04/2014",25.5,0.4,16.99,2014,"5/05/2014","26/03/2014",40,2904.145774,0.061732778,2272.122167,5705.753623,0.804354087,0.673277936,0.343322248,1111.207584,2515.031551,0.387549753,5,5,1,"30 kg/ha",617828,5167369,67.3137281323437,109.51843202372
"R1T1",1,"Nui 6 Rep 1",1,"Nui",6,2,"10/04/2014",51,0.7,28.17,2014,"23/02/2014","24/01/2014",30,4390.145251,0.130179108,4065.757253,14286.45339,0.868898786,0.768339588,0.370644032,1868.03083,4625.458168,0.51041634,2,23,2,"6 kg/ha",617828,5167373,67.3137984910447,109.519644241134
"R1T1",1,"Nui 6 Rep 1",1,"Nui",6,2,"10/04/2014",51,0.7,28.17,2014,"27/03/2014","26/03/2014",1,4277.053444,0.074685352,3827.926271,6136.920051,0.621225427,0.451614351,0.246775404,2316.153685,3878.345873,0.225127385,3,27,2,"6 kg/ha",617828,5167373,67.3137984910447,109.519644241134
"R1T1",1,"Nui 6 Rep 1",1,"Nui",6,2,"10/04/2014",51,0.7,28.17,2014,"20/04/2014","26/03/2014",25,3190.518801,0.111741045,2867.831494,4898.571375,0.715319838,0.557209167,0.346647169,1391.902307,2493.35528,0.325256031,4,20,2,"6 kg/ha",617828,5167373,67.3137984910447,109.519644241134
"R1T1",1,"Nui 6 Rep 1",1,"Nui",6,2,"10/04/2014",51,0.7,28.17,2014,"5/05/2014","26/03/2014",40,2881.918753,0.068100607,2254.240103,5844.010834,0.819354936,0.694310753,0.363608054,1053.081987,2514.669215,0.39804668,5,5,2,"6 kg/ha",617828,5167373,67.3137984910447,109.519644241134
"R2T2",2,"Alto  30 Rep 2",2,"Alto",30,11,"10/04/2014",12.7,0.3,12.74,2014,"23/02/2014","24/01/2014",30,4171.793694,0.151727337,4072.860288,14112.09935,0.869926064,0.769890629,0.379739771,1831.05452,4617.495917,0.506286838,2,23,11,"30 kg/ha",617823,5167405,67.313404537017,109.517828856785
"R2T2",2,"Alto  30 Rep 2",2,"Alto",30,11,"10/04/2014",12.7,0.3,12.74,2014,"27/03/2014","26/03/2014",1,4333.738292,0.075677825,3898.976062,6060.433086,0.60853329,0.437818913,0.244646931,2367.335968,3914.07119,0.214838404,3,27,11,"30 kg/ha",617823,5167405,67.313404537017,109.517828856785
"R2T2",2,"Alto  30 Rep 2",2,"Alto",30,11,"10/04/2014",12.7,0.3,12.74,2014,"20/04/2014","26/03/2014",25,3105.156146,0.117926706,2927.264512,5166.844682,0.706801137,0.546848898,0.318550965,1511.826758,2532.192982,0.342035222,4,20,11,"30 kg/ha",617823,5167405,67.313404537017,109.517828856785
"R2T2",2,"Alto  30 Rep 2",2,"Alto",30,11,"10/04/2014",12.7,0.3,12.74,2014,"5/05/2014","26/03/2014",40,2814.474944,0.05858022,2175.433755,6369.586913,0.834756291,0.716411187,0.347654014,1051.953089,2548.874062,0.428106055,5,5,11,"30 kg/ha",617823,5167405,67.313404537017,109.517828856785
"R2T2",2,"Alto 6 Rep 2",2,"Alto",6,12,"10/04/2014",0,0,0,2014,"23/02/2014","24/01/2014",30,4256.835701,0.144684355,4084.17519,14134.34845,0.868840791,0.768159633,0.37635515,1850.66822,4663.724257,0.503286027,2,23,12,"6 kg/ha",617823,5167409,67.3134873804596,109.519280061916
"R2T2",2,"Alto 6 Rep 2",2,"Alto",6,12,"10/04/2014",0,0,0,2014,"27/03/2014","26/03/2014",1,4348.033936,0.06931089,3908.076651,6071.132819,0.59491352,0.4237905,0.228507419,2455.513961,3916.532305,0.215359604,3,27,12,"6 kg/ha",617823,5167409,67.3134873804596,109.519280061916
"R2T2",2,"Alto 6 Rep 2",2,"Alto",6,12,"10/04/2014",0,0,0,2014,"20/04/2014","26/03/2014",25,3169.258584,0.096091535,2836.643254,5162.424255,0.706631578,0.546816094,0.305347192,1509.837494,2609.715605,0.328289618,4,20,12,"6 kg/ha",617823,5167409,67.3134873804596,109.519280061916
"R2T2",2,"Alto 6 Rep 2",2,"Alto",6,12,"10/04/2014",0,0,0,2014,"5/05/2014","26/03/2014",40,2841.496874,0.06607835,2233.258074,6451.756869,0.83418573,0.715563771,0.352108971,1069.309168,2548.434524,0.433407009,5,5,12,"6 kg/ha",617823,5167409,67.3134873804596,109.519280061916
"R2T1",1,"Nui  30 Rep 2",2,"Nui",30,19,"10/04/2014",101.9,1,41.61,2014,"23/02/2014","24/01/2014",30,4320.323885,0.11763062,3892.328824,13761.89677,0.867181567,0.765653948,0.362106924,1821.709255,4464.160121,0.509511264,2,23,19,"30 kg/ha",617819,5167434,67.3131744676419,109.51850374472
"R2T1",1,"Nui  30 Rep 2",2,"Nui",30,19,"10/04/2014",101.9,1,41.61,2014,"27/03/2014","26/03/2014",1,4295.285801,0.077555051,3937.26933,6013.975868,0.591908295,0.421431446,0.234244618,2447.293853,3932.644452,0.208816631,3,27,19,"30 kg/ha",617819,5167434,67.3131744676419,109.51850374472
"R2T1",1,"Nui  30 Rep 2",2,"Nui",30,19,"10/04/2014",101.9,1,41.61,2014,"20/04/2014","26/03/2014",25,3279.659873,0.086281741,2878.73114,4878.887964,0.679159371,0.514433514,0.296258227,1562.690328,2476.429675,0.326593033,4,20,19,"30 kg/ha",617819,5167434,67.3131744676419,109.51850374472
"R2T1",1,"Nui  30 Rep 2",2,"Nui",30,19,"10/04/2014",101.9,1,41.61,2014,"5/05/2014","26/03/2014",40,2649.999957,0.104089842,2289.187911,6269.947661,0.829886823,0.709294126,0.364507795,1065.474691,2585.829508,0.415953713,5,5,19,"30 kg/ha",617819,5167434,67.3131744676419,109.51850374472
"R2T1",1,"Nui 6 Rep 2",2,"Nui",6,20,"10/04/2014",101.9,1.1,45.74,2014,"23/02/2014","24/01/2014",30,4303.651994,0.116791617,3864.997683,13754.49964,0.868014048,0.766951026,0.362200614,1809.664679,4476.742548,0.508272135,2,23,20,"6 kg/ha",617818,5167438,67.3132077900736,109.518976654835
"R2T1",1,"Nui 6 Rep 2",2,"Nui",6,20,"10/04/2014",101.9,1.1,45.74,2014,"27/03/2014","26/03/2014",1,4337.367812,0.07588689,3939.149557,6053.275259,0.597645858,0.426871306,0.23744214,2430.299464,3925.368067,0.21283606,3,27,20,"6 kg/ha",617818,5167438,67.3132077900736,109.518976654835
"R2T1",1,"Nui 6 Rep 2",2,"Nui",6,20,"10/04/2014",101.9,1.1,45.74,2014,"20/04/2014","26/03/2014",25,3363.658047,0.076613813,2873.496096,4799.991998,0.673552781,0.508150809,0.295132349,1563.729027,2435.775758,0.326693335,4,20,20,"6 kg/ha",617818,5167438,67.3132077900736,109.518976654835
"R2T1",1,"Nui 6 Rep 2",2,"Nui",6,20,"10/04/2014",101.9,1.1,45.74,2014,"5/05/2014","26/03/2014",40,2722.27314,0.091730129,2279.432278,6252.344908,0.828515496,0.70729373,0.360145388,1071.149369,2532.570927,0.423279914,5,5,20,"6 kg/ha",617818,5167438,67.3132077900736,109.518976654835
"R3T3",3,"Halo 6 Rep 3",3,"Halo",6,22,"10/04/2014",203.8,3.2,130.48,2014,"23/02/2014","24/01/2014",30,4332.278717,0.121442722,3948.527889,13819.3211,0.865169935,0.762501152,0.36017842,1857.514038,4534.805809,0.505164214,2,23,22,"6 kg/ha",617817,5167445,67.3130923788128,109.518560249947
"R3T3",3,"Halo 6 Rep 3",3,"Halo",6,22,"10/04/2014",203.8,3.2,130.48,2014,"27/03/2014","26/03/2014",1,4327.712415,0.074593897,3934.679944,6255.509691,0.607154085,0.436768131,0.233047932,2450.183,3916.193202,0.229644869,3,27,22,"6 kg/ha",617817,5167445,67.3130923788128,109.518560249947
"R3T3",3,"Halo 6 Rep 3",3,"Halo",6,22,"10/04/2014",203.8,3.2,130.48,2014,"20/04/2014","26/03/2014",25,3185.685883,0.080886544,2823.859814,4757.570284,0.659362974,0.492369634,0.272213754,1614.846233,2499.865185,0.311097333,4,20,22,"6 kg/ha",617817,5167445,67.3130923788128,109.518560249947
"R3T3",3,"Halo 6 Rep 3",3,"Halo",6,22,"10/04/2014",203.8,3.2,130.48,2014,"5/05/2014","26/03/2014",40,2744.239204,0.086121265,2267.286887,6291.281235,0.829978137,0.70948547,0.358965995,1067.619188,2498.972802,0.431316881,5,5,22,"6 kg/ha",617817,5167445,67.3130923788128,109.518560249947
"R3T3",3,"Halo  30 Rep 3",3,"Halo",30,25,"10/04/2014",178.4,3.1,126.26,2014,"23/02/2014","24/01/2014",30,4110.444097,0.150231203,4002.694874,13985.71889,0.870835106,0.771281285,0.378734219,1803.662315,4546.60208,0.508981098,2,23,25,"30 kg/ha",617816,5167456,67.3129769683697,109.518143863846
"R3T3",3,"Halo  30 Rep 3",3,"Halo",30,25,"10/04/2014",178.4,3.1,126.26,2014,"27/03/2014","26/03/2014",1,4333.247733,0.080540306,3980.570138,6365.144856,0.615711527,0.445415017,0.240191536,2440.800601,4022.278033,0.225324966,3,27,25,"30 kg/ha",617816,5167456,67.3129769683697,109.518143863846
"R3T3",3,"Halo  30 Rep 3",3,"Halo",30,25,"10/04/2014",178.4,3.1,126.26,2014,"20/04/2014","26/03/2014",25,3252.344633,0.08255763,2831.383063,4722.573763,0.672557102,0.506802231,0.293632555,1545.070394,2459.977504,0.314836175,4,20,25,"30 kg/ha",617816,5167456,67.3129769683697,109.518143863846
"R3T3",3,"Halo  30 Rep 3",3,"Halo",30,25,"10/04/2014",178.4,3.1,126.26,2014,"5/05/2014","26/03/2014",40,3015.353953,0.055295872,2306.079158,6161.966837,0.818820216,0.69346279,0.349129397,1112.095123,2459.747207,0.429123983,5,5,25,"30 kg/ha",617816,5167456,67.3129769683697,109.518143863846
"R3T2",2,"Alto  30 Rep 3",3,"Alto",30,27,"10/04/2014",25.5,0.6,25.48,2014,"23/02/2014","24/01/2014",30,4183.026283,0.139408965,3941.009615,13832.86925,0.871574484,0.772533867,0.379891155,1771.367166,4487.093056,0.509805907,2,23,27,"30 kg/ha",617815,5167463,67.3128948799054,109.51820037875
"R3T2",2,"Alto  30 Rep 3",3,"Alto",30,27,"10/04/2014",25.5,0.6,25.48,2014,"27/03/2014","26/03/2014",1,4273.713607,0.075620549,3958.571497,6379.110167,0.602007465,0.431422102,0.220372188,2531.082592,4004.144032,0.228351678,3,27,27,"30 kg/ha",617815,5167463,67.3128948799054,109.51820037875
"R3T2",2,"Alto  30 Rep 3",3,"Alto",30,27,"10/04/2014",25.5,0.6,25.48,2014,"20/04/2014","26/03/2014",25,3289.219362,0.073587872,2812.25958,4827.018634,0.676104193,0.510803092,0.285440425,1562.745211,2543.348569,0.309871235,4,20,27,"30 kg/ha",617815,5167463,67.3128948799054,109.51820037875
"R3T2",2,"Alto  30 Rep 3",3,"Alto",30,27,"10/04/2014",25.5,0.6,25.48,2014,"5/05/2014","26/03/2014",40,2894.917607,0.072797014,2304.168864,5968.834126,0.817814936,0.691903746,0.359075762,1085.62215,2428.575954,0.42120432,5,5,27,"30 kg/ha",617815,5167463,67.3128948799054,109.51820037875
"R3T2",2,"Alto 6 Rep 3",3,"Alto",6,30,"10/04/2014",0,0,0,2014,"23/02/2014","24/01/2014",30,4257.868998,0.123608517,3890.363071,13844.28353,0.869306386,0.768907841,0.36549701,1806.61468,4519.44617,0.507477732,2,23,30,"6 kg/ha",617813,5167474,67.3127794657317,109.517783952591
"R3T2",2,"Alto 6 Rep 3",3,"Alto",6,30,"10/04/2014",0,0,0,2014,"27/03/2014","26/03/2014",1,4278.599951,0.07891925,3878.747259,6364.298128,0.629538397,0.460414409,0.24671381,2346.052619,3922.479423,0.236851052,3,27,30,"6 kg/ha",617813,5167474,67.3127794657317,109.517783952591
"R3T2",2,"Alto 6 Rep 3",3,"Alto",6,30,"10/04/2014",0,0,0,2014,"20/04/2014","26/03/2014",25,3122.225281,0.103562699,2851.27994,4771.219028,0.683807659,0.519637585,0.307776838,1508.289856,2524.584017,0.308455929,4,20,30,"6 kg/ha",617813,5167474,67.3127794657317,109.517783952591
"R3T2",2,"Alto 6 Rep 3",3,"Alto",6,30,"10/04/2014",0,0,0,2014,"5/05/2014","26/03/2014",40,2878.709156,0.093133888,2345.48179,5878.477584,0.826080455,0.704075575,0.394535214,1018.825218,2419.971815,0.416379131,5,5,30,"6 kg/ha",617813,5167474,67.3127794657317,109.517783952591
"R4T3",3,"Halo  30 Rep 4",4,"Halo",30,31,"10/04/2014",76.4,0.8,33.97,2014,"23/02/2014","24/01/2014",30,4320.867977,0.122721064,3930.31948,13789.57845,0.868189909,0.767150316,0.367788066,1814.580993,4514.973051,0.506300767,2,23,31,"30 kg/ha",617813,5167478,67.3128127903033,109.518256880665
"R4T3",3,"Halo  30 Rep 4",4,"Halo",30,31,"10/04/2014",76.4,0.8,33.97,2014,"27/03/2014","26/03/2014",1,4286.200453,0.074428087,3872.069637,6315.75049,0.620202968,0.450526914,0.237790437,2386.614781,3920.33683,0.233391255,3,27,31,"30 kg/ha",617813,5167478,67.3128127903033,109.518256880665
"R4T3",3,"Halo  30 Rep 4",4,"Halo",30,31,"10/04/2014",76.4,0.8,33.97,2014,"20/04/2014","26/03/2014",25,3136.570059,0.110899758,2893.545414,4772.915614,0.686849269,0.523178429,0.318733346,1494.271962,2552.855805,0.303345496,4,20,31,"30 kg/ha",617813,5167478,67.3128127903033,109.518256880665
"R4T3",3,"Halo  30 Rep 4",4,"Halo",30,31,"10/04/2014",76.4,0.8,33.97,2014,"5/05/2014","26/03/2014",40,2821.832881,0.100036879,2366.361474,5913.623345,0.821478131,0.697396467,0.384275287,1053.171247,2405.512967,0.42136924,5,5,31,"30 kg/ha",617813,5167478,67.3128127903033,109.518256880665
"R4T3",3,"Halo 6 Rep 4",4,"Halo",6,32,"10/04/2014",203.8,2,78.76,2014,"23/02/2014","24/01/2014",30,4361.014959,0.118612128,3934.398475,13781.21046,0.866442722,0.764454606,0.363427787,1837.006626,4486.091866,0.508398169,2,23,32,"6 kg/ha",617812,5167481,67.3128623079563,109.519235104396
"R4T3",3,"Halo 6 Rep 4",4,"Halo",6,32,"10/04/2014",203.8,2,78.76,2014,"27/03/2014","26/03/2014",1,4278.747295,0.071409481,3875.377369,6290.748907,0.609595481,0.439784785,0.227778281,2440.355467,3880.908729,0.236063672,3,27,32,"6 kg/ha",617812,5167481,67.3128623079563,109.519235104396
"R4T3",3,"Halo 6 Rep 4",4,"Halo",6,32,"10/04/2014",203.8,2,78.76,2014,"20/04/2014","26/03/2014",25,3217.492196,0.094570791,2862.699864,4847.499368,0.687081904,0.523397813,0.307193403,1516.600919,2521.466168,0.315929729,4,20,32,"6 kg/ha",617812,5167481,67.3128623079563,109.519235104396
"R4T3",3,"Halo 6 Rep 4",4,"Halo",6,32,"10/04/2014",203.8,2,78.76,2014,"5/05/2014","26/03/2014",40,2810.382737,0.092411616,2340.080917,5988.029897,0.818831202,0.693532019,0.367551155,1082.081236,2437.596964,0.420963563,5,5,32,"6 kg/ha",617812,5167481,67.3128623079563,109.519235104396
"R4T2",2,"Alto 6 Rep 4",4,"Alto",6,39,"10/04/2014",254.8,1.4,56.98,2014,"23/02/2014","24/01/2014",30,4329.934466,0.126413717,4002.588383,13990.58849,0.865591978,0.763102095,0.361383709,1877.446345,4518.048795,0.511342587,2,23,39,"6 kg/ha",617809,5167507,67.3124998772831,109.517480562903
"R4T2",2,"Alto 6 Rep 4",4,"Alto",6,39,"10/04/2014",254.8,1.4,56.98,2014,"27/03/2014","26/03/2014",1,4161.848953,0.10200258,3805.901,7611.873597,0.730899284,0.576490506,0.302256337,2040.759697,3947.820091,0.316381667,3,27,39,"6 kg/ha",617809,5167507,67.3124998772831,109.517480562903
"R4T2",2,"Alto 6 Rep 4",4,"Alto",6,39,"10/04/2014",254.8,1.4,56.98,2014,"20/04/2014","26/03/2014",25,3205.69255,0.09508533,2844.836368,4863.753026,0.693172242,0.530576341,0.311645989,1491.318443,2502.168381,0.320728395,4,20,39,"6 kg/ha",617809,5167507,67.3124998772831,109.517480562903
"R4T2",2,"Alto 6 Rep 4",4,"Alto",6,39,"10/04/2014",254.8,1.4,56.98,2014,"5/05/2014","26/03/2014",40,2843.313198,0.093954617,2338.939346,5938.049092,0.826483168,0.704552142,0.389033649,1028.069913,2470.690471,0.412100606,5,5,39,"6 kg/ha",617809,5167507,67.3124998772831,109.517480562903
"R4T2",2,"Alto  30 Rep 4",4,"Alto",30,40,"10/04/2014",165.6,1.7,68.61,2014,"23/02/2014","24/01/2014",30,4282.288818,0.134826826,4039.40396,14072.78658,0.866622381,0.764686237,0.365923483,1874.672948,4488.555575,0.515950376,2,23,40,"30 kg/ha",617808,5167510,67.3125827204663,109.518931743034
"R4T2",2,"Alto  30 Rep 4",4,"Alto",30,40,"10/04/2014",165.6,1.7,68.61,2014,"27/03/2014","26/03/2014",1,4086.194019,0.110843308,3731.757215,8721.887362,0.779383071,0.640121386,0.32842575,1888.919797,3972.996966,0.370604725,3,27,40,"30 kg/ha",617808,5167510,67.3125827204663,109.518931743034
"R4T2",2,"Alto  30 Rep 4",4,"Alto",30,40,"10/04/2014",165.6,1.7,68.61,2014,"20/04/2014","26/03/2014",25,3215.912728,0.09813546,2880.027817,4931.659439,0.693229306,0.530564167,0.311084367,1512.353767,2460.340782,0.334366641,4,20,40,"30 kg/ha",617808,5167510,67.3125827204663,109.518931743034
"R4T2",2,"Alto  30 Rep 4",4,"Alto",30,40,"10/04/2014",165.6,1.7,68.61,2014,"5/05/2014","26/03/2014",40,2851.594743,0.083072286,2298.341911,5990.458522,0.82613874,0.70400764,0.376735157,1039.395425,2509.648096,0.409220121,5,5,40,"30 kg/ha",617808,5167510,67.3125827204663,109.518931743034
"R5T3",3,"Halo  30 Rep 5",5,"Halo",30,41,"10/04/2014",38.2,0.7,27.19,2014,"23/02/2014","24/01/2014",30,4231.637742,0.14194608,4043.460316,14169.82835,0.869807704,0.769641449,0.373698565,1843.607657,4510.494363,0.516738771,2,23,41,"30 kg/ha",617808,5167514,67.3124673060086,109.518515302267
"R5T3",3,"Halo  30 Rep 5",5,"Halo",30,41,"10/04/2014",38.2,0.7,27.19,2014,"27/03/2014","26/03/2014",1,4026.499937,0.111081612,3641.145801,9565.230774,0.810446577,0.681817502,0.338771694,1798.908437,3999.117728,0.408712448,3,27,41,"30 kg/ha",617808,5167514,67.3124673060086,109.518515302267
"R5T3",3,"Halo  30 Rep 5",5,"Halo",30,41,"10/04/2014",38.2,0.7,27.19,2014,"20/04/2014","26/03/2014",25,3229.372848,0.089242924,2843.055075,4977.639652,0.693811202,0.531382259,0.302256974,1522.956423,2434.280108,0.343135564,4,20,41,"30 kg/ha",617808,5167514,67.3124673060086,109.518515302267
"R5T3",3,"Halo  30 Rep 5",5,"Halo",30,41,"10/04/2014",38.2,0.7,27.19,2014,"5/05/2014","26/03/2014",40,2863.351092,0.079682696,2310.73225,6063.542048,0.821468605,0.697281464,0.363020952,1080.240974,2508.715192,0.414470818,5,5,41,"30 kg/ha",617808,5167514,67.3124673060086,109.518515302267
"R5T3",3,"Halo 6 Rep 5",5,"Halo",6,44,"10/04/2014",38.2,0.5,19.46,2014,"23/02/2014","24/01/2014",30,4191.932873,0.124865452,3814.827946,14037.93809,0.875843871,0.77915165,0.3729866,1741.277934,4404.024061,0.522154836,2,23,44,"6 kg/ha",617806,5167525,67.3125006319667,109.518988252938
"R5T3",3,"Halo 6 Rep 5",5,"Halo",6,44,"10/04/2014",38.2,0.5,19.46,2014,"27/03/2014","26/03/2014",1,3941.863248,0.111115259,3516.957918,10236.21037,0.83246193,0.714305796,0.353035919,1685.255161,3929.585251,0.442435029,3,27,44,"6 kg/ha",617806,5167525,67.3125006319667,109.518988252938
"R5T3",3,"Halo 6 Rep 5",5,"Halo",6,44,"10/04/2014",38.2,0.5,19.46,2014,"20/04/2014","26/03/2014",25,3161.754399,0.09713037,2810.518249,5046.642234,0.709519505,0.55009189,0.315273443,1463.115434,2519.472434,0.333786124,4,20,44,"6 kg/ha",617806,5167525,67.3125006319667,109.518988252938
"R5T3",3,"Halo 6 Rep 5",5,"Halo",6,44,"10/04/2014",38.2,0.5,19.46,2014,"5/05/2014","26/03/2014",40,2896.072512,0.070522557,2300.619029,6251.996344,0.823731368,0.700514973,0.353728905,1098.59768,2528.153706,0.423872957,5,5,44,"6 kg/ha",617806,5167525,67.3125006319667,109.518988252938
"R1T2",2,"Alto 6 Rep 1",1,"Alto",6,53,"10/04/2014",0,0,0,2014,"23/02/2014","24/01/2014",30,4311.881286,0.113575922,3833.10065,13565.45822,0.867951068,0.766827792,0.363948853,1789.325408,4528.10431,0.499184104,2,23,53,"6 kg/ha",617866,5167382,67.3136020391902,109.518188764133
"R1T2",2,"Alto 6 Rep 1",1,"Alto",6,53,"10/04/2014",0,0,0,2014,"27/03/2014","26/03/2014",1,4269.910981,0.083852596,3956.325948,6250.616032,0.61049153,0.440407663,0.241389151,2419.302156,3921.814675,0.227771187,3,27,53,"6 kg/ha",617866,5167382,67.3136020391902,109.518188764133
"R1T2",2,"Alto 6 Rep 1",1,"Alto",6,53,"10/04/2014",0,0,0,2014,"20/04/2014","26/03/2014",25,3193.243841,0.104036908,2884.698867,5136.785643,0.709972493,0.551000265,0.320358341,1484.986057,2559.510439,0.334489163,4,20,53,"6 kg/ha",617866,5167382,67.3136020391902,109.518188764133
"R1T2",2,"Alto 6 Rep 1",1,"Alto",6,53,"10/04/2014",0,0,0,2014,"5/05/2014","26/03/2014",40,2741.745637,0.102600702,2333.384265,6019.962832,0.823846018,0.700808948,0.376584623,1058.244976,2459.556416,0.4199428,5,5,53,"6 kg/ha",617866,5167382,67.3136020391902,109.518188764133
"R1T2",2,"Alto  30 Rep 1",1,"Alto",30,54,"10/04/2014",12.7,0.3,12.74,2014,"23/02/2014","24/01/2014",30,4240.940175,0.120169733,3821.840029,13610.25638,0.870535272,0.770823996,0.369467443,1760.893887,4534.309015,0.499854873,2,23,54,"30 kg/ha",617865,5167385,67.3136020388897,109.518188749525
"R1T2",2,"Alto  30 Rep 1",1,"Alto",30,54,"10/04/2014",12.7,0.3,12.74,2014,"27/03/2014","26/03/2014",1,4245.819312,0.080857869,3966.102469,6186.548096,0.593793504,0.42312885,0.226995009,2499.552491,3933.309443,0.221541401,3,27,54,"30 kg/ha",617865,5167385,67.3136020388897,109.518188749525
"R1T2",2,"Alto  30 Rep 1",1,"Alto",30,54,"10/04/2014",12.7,0.3,12.74,2014,"20/04/2014","26/03/2014",25,3167.219133,0.108291169,2900.040085,5121.730592,0.707608707,0.54798888,0.319860159,1492.866501,2542.244147,0.336299719,4,20,54,"30 kg/ha",617865,5167385,67.3136020388897,109.518188749525
"R1T2",2,"Alto  30 Rep 1",1,"Alto",30,54,"10/04/2014",12.7,0.3,12.74,2014,"5/05/2014","26/03/2014",40,2723.537517,0.103514563,2326.971085,6093.206147,0.825968777,0.703789524,0.374821331,1058.745815,2536.946021,0.412005351,5,5,54,"30 kg/ha",617865,5167385,67.3136020388897,109.518188749525
"R1T3",3,"Halo 6 Rep 1",1,"Halo",6,56,"10/04/2014",38.2,0.7,27.19,2014,"23/02/2014","24/01/2014",30,4271.878881,0.129970356,3922.610604,13773.86615,0.871635529,0.772510167,0.378879651,1767.565678,4512.064085,0.506337042,2,23,56,"6 kg/ha",617864,5167392,67.3134866250561,109.517772336881
"R1T3",3,"Halo 6 Rep 1",1,"Halo",6,56,"10/04/2014",38.2,0.7,27.19,2014,"27/03/2014","26/03/2014",1,4251.172582,0.075117166,3915.561102,6024.205585,0.583390942,0.413699003,0.223853544,2486.617462,3915.962242,0.210452836,3,27,56,"6 kg/ha",617864,5167392,67.3134866250561,109.517772336881
"R1T3",3,"Halo 6 Rep 1",1,"Halo",6,56,"10/04/2014",38.2,0.7,27.19,2014,"20/04/2014","26/03/2014",25,3295.101154,0.090702756,2889.759885,4958.005703,0.693078083,0.530441171,0.310196104,1521.501649,2519.483319,0.326507572,4,20,56,"6 kg/ha",617864,5167392,67.3134866250561,109.517772336881
"R1T3",3,"Halo 6 Rep 1",1,"Halo",6,56,"10/04/2014",38.2,0.7,27.19,2014,"5/05/2014","26/03/2014",40,2755.878659,0.086551149,2279.517591,6212.958831,0.826506472,0.704441892,0.358154407,1076.261497,2578.6174,0.413013278,5,5,56,"6 kg/ha",617864,5167392,67.3134866250561,109.517772336881
"R1T3",3,"Halo  30 Rep 1",1,"Halo",30,59,"10/04/2014",25.5,0.4,16.99,2014,"23/02/2014","24/01/2014",30,4345.929691,0.114145501,3814.225346,13861.37741,0.875737443,0.779030171,0.378484618,1720.170261,4412.126515,0.516971313,2,23,59,"30 kg/ha",617863,5167403,67.3134873803647,109.519280052279
"R1T3",3,"Halo  30 Rep 1",1,"Halo",30,59,"10/04/2014",25.5,0.4,16.99,2014,"27/03/2014","26/03/2014",1,4413.231342,0.062481474,3894.671866,5996.805869,0.58613217,0.416604819,0.226553532,2461.827519,3826.405632,0.219726964,3,27,59,"30 kg/ha",617863,5167403,67.3134873803647,109.519280052279
"R1T3",3,"Halo  30 Rep 1",1,"Halo",30,59,"10/04/2014",25.5,0.4,16.99,2014,"20/04/2014","26/03/2014",25,3048.520241,0.10678762,2819.600786,5032.958724,0.700672378,0.539782974,0.304936578,1505.533004,2533.229255,0.330582479,4,20,59,"30 kg/ha",617863,5167403,67.3134873803647,109.519280052279
"R1T3",3,"Halo  30 Rep 1",1,"Halo",30,59,"10/04/2014",25.5,0.4,16.99,2014,"5/05/2014","26/03/2014",40,2807.680196,0.099874093,2353.400095,6158.585849,0.830111521,0.709736219,0.385295831,1044.589275,2520.475586,0.418901279,5,5,59,"30 kg/ha",617863,5167403,67.3134873803647,109.519280052279
"R2T3",3,"Halo 6 Rep 2",2,"Halo",6,67,"10/04/2014",12.7,0.3,12.74,2014,"23/02/2014","24/01/2014",30,4298.437051,0.129330209,4007.55819,14557.98455,0.870769438,0.771143001,0.361427576,1880.074636,4617.465393,0.518181693,2,23,67,"6 kg/ha",617859,5167432,67.3132070380655,109.517468981478
"R2T3",3,"Halo 6 Rep 2",2,"Halo",6,67,"10/04/2014",12.7,0.3,12.74,2014,"27/03/2014","26/03/2014",1,4375.149038,0.075686453,3967.438432,6351.595034,0.608587462,0.440294567,0.238337301,2445.879385,4026.18898,0.221158315,3,27,67,"6 kg/ha",617859,5167432,67.3132070380655,109.517468981478
